iter	Logloss
380	0.01240549027
381	0.01240536002
382	0.01240536002
383	0.0124053827
384	0.01240538796
385	0.01240517286
386	0.01240541412
387	0.01240524492
388	0.0124052325
389	0.01240524169
390	0.01240530408
391	0.01240520658
392	0.01240520658
393	0.01240520658
394	0.01240520658
395	0.01240515824
396	0.0124053033
397	0.01240526764
398	0.01240515306
399	0.01240529881
400	0.01240518105
401	0.01240517578
402	0.01240513175
403	0.01240497543
404	0.01240516418
405	0.01240516418
406	0.01240515481
407	0.01240507388
408	0.0124049195
409	0.01240480392
410	0.01240469195
411	0.01240465473
412	0.0124046182
413	0.01240477477
414	0.01240465955
415	0.01240450312
416	0.0124046306
417	0.01240450354
418	0.01240434312
419	0.01240447106
420	0.0124044333
421	0.01240455806
422	0.0124041032
423	0.01240407234
424	0.01240386316
425	0.01240391767
426	0.01240391767
427	0.01240391767
428	0.01240391767
429	0.01240393751
430	0.01240394042
431	0.01240385452
432	0.01240385452
433	0.01240378797
434	0.01240378797
435	0.01240378797
436	0.01240383357
437	0.01240378411
438	0.01240378411
439	0.01240386601
440	0.01240374855
441	0.01240372935
442	0.01240374915
443	0.01240378761
444	0.01240362443
445	0.01240347421
446	0.01240357242
447	0.01240329789
448	0.01240344565
449	0.01240346897
450	0.01240339564
451	0.01240332231
452	0.01240348899
453	0.01240339228
454	0.01240349151
455	0.01240330847
456	0.01240354236
457	0.01240305604
458	0.01240312957
459	0.01240331661
460	0.01240299902
461	0.01240265737
462	0.01240271594
463	0.0124028007
464	0.01240265992
465	0.01240269836
466	0.01240271122
467	0.01240266591
468	0.01240266591
469	0.01240265001
470	0.01240261972
471	0.01240267766
472	0.01240278315
473	0.01240255872
474	0.01240286889
475	0.01240265767
476	0.01240265767
477	0.01240256183
478	0.01240256183
479	0.01240243532
480	0.01240256532
481	0.01240261679
482	0.01240237546
483	0.01240246068
484	0.01240253317
485	0.01240246083
486	0.01240241269
487	0.01240238208
488	0.01240234206
489	0.01240255825
490	0.0124023742
491	0.0124023252
492	0.0124023252
493	0.01240229933
494	0.01240241743
495	0.01240213328
496	0.01240225387
497	0.0124021899
498	0.01240225478
499	0.01240249793
